source,name
https://cameras.alertcalifornia.org/public-camera-data/Axis-LittleBlack/latest-frame.jpg?rqts=1683834051,Black Mtn San Diego
https://cameras.alertcalifornia.org/public-camera-data/Axis-BlueMtnKern1/latest-frame.jpg?rqts=1683834051,Blue Mtn Kern 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-BoxSprings1/latest-frame.jpg?rqts=1683834051,Box Springs Mtn 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-BoxSprings2/latest-frame.jpg?rqts=1683834051,Box Springs Mtn 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-BoxSpringsEast1/latest-frame.jpg?rqts=1683834051,Box Springs Mtn East 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-BoxSpringsEast2/latest-frame.jpg?rqts=1683834051,Box Springs Mtn East 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-BreckenridgePeak1/latest-frame.jpg?rqts=1683834051,Breckenridge Peak 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-BuenaVistaKern1/latest-frame.jpg?rqts=1683834051,Buena Vista Kern 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-BuenaVistaKern2/latest-frame.jpg?rqts=1683834051,Buena Vista Kern 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-BuffaloBumpNorth/latest-frame.jpg?rqts=1683834051,Buffalo Bump North
https://cameras.alertcalifornia.org/public-camera-data/Axis-ButlerHill1/latest-frame.jpg?rqts=1683834051,Butler Hill 1 (South Mtn)
https://cameras.alertcalifornia.org/public-camera-data/Axis-ButlerHill2/latest-frame.jpg?rqts=1683834051,Butler Hill 2 (South Mtn)
https://cameras.alertcalifornia.org/public-camera-data/Axis-CactusPeak1/latest-frame.jpg?rqts=1683834051,Cactus Peak 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-CactusPeak2/latest-frame.jpg?rqts=1683834051,Cactus Peak 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-CamarilloRanch1/latest-frame.jpg?rqts=1683834051,Camarillo Ranch 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-CamarilloRanch2/latest-frame.jpg?rqts=1683834051,Camarillo Ranch 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Canyonback1/latest-frame.jpg?rqts=1683834051,Canyonback Trail TCM 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Canyonback2/latest-frame.jpg?rqts=1683834051,Canyonback Trail TCM 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-CarbonCanyon1/latest-frame.jpg?rqts=1683834051,Carbon Canyon 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Castro1/latest-frame.jpg?rqts=1683834051,Castro Peak 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Castro2/latest-frame.jpg?rqts=1683834051,Castro Peak 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-ChinoHills1/latest-frame.jpg?rqts=1683834051,Chino Hills 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-ChinoHills2/latest-frame.jpg?rqts=1683834051,Chino Hills 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-College1/latest-frame.jpg?rqts=1683834051,College Peak 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-College2/latest-frame.jpg?rqts=1683834051,College Peak 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-CoronadoHills/latest-frame.jpg?rqts=1683834051,Coronado Hills N
https://cameras.alertcalifornia.org/public-camera-data/Axis-CoronadoHillsS/latest-frame.jpg?rqts=1683834051,Coronado Hills S
https://cameras.alertcalifornia.org/public-camera-data/Axis-Crest1/latest-frame.jpg?rqts=1683834051,Crest 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Crest2/latest-frame.jpg?rqts=1683834051,Crest 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Crestline1/latest-frame.jpg?rqts=1683834051,Crestline Ridge 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Crestline2/latest-frame.jpg?rqts=1683834051,Crestline Ridge 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-RedTower1/latest-frame.jpg?rqts=1683834051,Crimea Fire 1 (Red Tower)
https://cameras.alertcalifornia.org/public-camera-data/Axis-RedTower2/latest-frame.jpg?rqts=1683834051,Crimea Fire 2 (Red Tower)
https://cameras.alertcalifornia.org/public-camera-data/Axis-Cross1/latest-frame.jpg?rqts=1683834051,Cross 1 (Oakview 1)
https://cameras.alertcalifornia.org/public-camera-data/Axis-Cross2/latest-frame.jpg?rqts=1683834051,Cross 2 (Oakview 2)
https://cameras.alertcalifornia.org/public-camera-data/Axis-CuyamacaPeakNorth/latest-frame.jpg?rqts=1683834051,Cuyamaca Peak North
https://cameras.alertcalifornia.org/public-camera-data/Axis-CuyamacaPeakSouth/latest-frame.jpg?rqts=1683834051,Cuyamaca Peak South
https://cameras.alertcalifornia.org/public-camera-data/Axis-DeadmansRidgeEast/latest-frame.jpg?rqts=1683834051,Deadmans Ridge East
https://cameras.alertcalifornia.org/public-camera-data/Axis-DeadmansRidgeWest/latest-frame.jpg?rqts=1683834051,Deadmans Ridge West
https://cameras.alertcalifornia.org/public-camera-data/Axis-Gold1/latest-frame.jpg?rqts=1683834051,Decker 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Gold2/latest-frame.jpg?rqts=1683834051,Decker 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-DunlapAcres1/latest-frame.jpg?rqts=1683834051,Dunlap Acres 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-DunlapAcres2/latest-frame.jpg?rqts=1683834691,Dunlap Acres 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-ElPaso1/latest-frame.jpg?rqts=1683834691,El Paso 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-ElPaso2/latest-frame.jpg?rqts=1683834691,El Paso 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-ElRancho1/latest-frame.jpg?rqts=1683834691,El Rancho 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-ElRancho2/latest-frame.jpg?rqts=1683834691,El Rancho 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Elsinore1/latest-frame.jpg?rqts=1683834691,Elsinore Peak 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Elsinore2/latest-frame.jpg?rqts=1683834691,Elsinore Peak 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-FayRanch1/latest-frame.jpg?rqts=1683834691,Fay Ranch Rd 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-FayRanch2/latest-frame.jpg?rqts=1683834771,Fay Ranch Rd 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Felicita/latest-frame.jpg?rqts=1683834771,Felicita San Diego
https://cameras.alertcalifornia.org/public-camera-data/Axis-Felicita2/latest-frame.jpg?rqts=1683834771,Felicita San Diego 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Fontana1/latest-frame.jpg?rqts=1683834771,Fontana 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Fontana2/latest-frame.jpg?rqts=1683834771,Fontana 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-GarcesHwy1/latest-frame.jpg?rqts=1683834771,Garces HWY 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-GarcesHwy2/latest-frame.jpg?rqts=1683834771,Garces HWY 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Gibraltar1/latest-frame.jpg?rqts=1683834691,Gibraltar 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Gibraltar2/latest-frame.jpg?rqts=1683834691,Gibraltar 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Gorman1/latest-frame.jpg?rqts=1683834771,Gorman 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Gorman2/latest-frame.jpg?rqts=1683834771,Gorman 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Grapevine1/latest-frame.jpg?rqts=1683834771,Grapevine 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Grapevine2/latest-frame.jpg?rqts=1683834771,Grapevine 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-GrassMountainLA2/latest-frame.jpg?rqts=1683834771,Grass Mountain Los Angeles 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-GreenNorth/latest-frame.jpg?rqts=1683834771,Green Peak North 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-GreenSouth/latest-frame.jpg?rqts=1683834771,Green Peak South 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-GypsumCanyon1/latest-frame.jpg?rqts=1683834771,Gypsum Canyon 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-GypsumCanyon2/latest-frame.jpg?rqts=1683834771,Gypsum Canyon 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-HeapsPeak1/latest-frame.jpg?rqts=1683834771,Heaps Peak 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-HeapsPeak2/latest-frame.jpg?rqts=1683834771,Heaps Peak 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Hollywood1/latest-frame.jpg?rqts=1683834771,Hollywood 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Hollywood2/latest-frame.jpg?rqts=1683834771,Hollywood 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Idyllwild1/latest-frame.jpg?rqts=1683834771,Idyllwild 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Idyllwild2/latest-frame.jpg?rqts=1683834771,Idyllwild 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Johnstone1/latest-frame.jpg?rqts=1683834771,Johnstone Peak 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Johnstone2/latest-frame.jpg?rqts=1683834771,Johnstone Peak 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-KellerPeak1/latest-frame.jpg?rqts=1683834771,Keller Peak 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-KellerPeak2/latest-frame.jpg?rqts=1683834771,Keller Peak 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-KingGeorge1/latest-frame.jpg?rqts=1683834771,King George Ridge 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Loop1/latest-frame.jpg?rqts=1683834771,LACFD Camp Nine 1 (Loop)
https://cameras.alertcalifornia.org/public-camera-data/Axis-Loop2/latest-frame.jpg?rqts=1683834771,LACFD Camp Nine 2 (Loop)
https://cameras.alertcalifornia.org/public-camera-data/Axis-Hel69BWest/latest-frame.jpg?rqts=1683834771,LACFD Helibase 69 Bravo W
https://cameras.alertcalifornia.org/public-camera-data/Axis-Hermitage1/latest-frame.jpg?rqts=1683834771,Ladera Ridge 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Hermitage2/latest-frame.jpg?rqts=1683834771,Ladera Ridge 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Laguna1/latest-frame.jpg?rqts=1683834771,Laguna Peak 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Laguna2/latest-frame.jpg?rqts=1683834771,Laguna Peak 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-LakePerrisNorth/latest-frame.jpg?rqts=1683834771,Lake Perris North
https://cameras.alertcalifornia.org/public-camera-data/Axis-LakePerrisSouth/latest-frame.jpg?rqts=1683834771,Lake Perris South
https://cameras.alertcalifornia.org/public-camera-data/Axis-LakeWohlford1/latest-frame.jpg?rqts=1683834771,Lake Wohlford 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-LakeWohlford2/latest-frame.jpg?rqts=1683834771,Lake Wohlford 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Lamont1/latest-frame.jpg?rqts=1683834771,Lamont 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Lamont2/latest-frame.jpg?rqts=1683834771,Lamont 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-LebecOaks1/latest-frame.jpg?rqts=1683834771,Lebec Oaks 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-LebecOaks2/latest-frame.jpg?rqts=1683834771,Lebec Oaks 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-LittleMountain1/latest-frame.jpg?rqts=1683834771,Little Mtn 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-LittleMountain2/latest-frame.jpg?rqts=1683834771,Little Mtn 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-LosPinosNorth/latest-frame.jpg?rqts=1683834771,Los Pinos North
https://cameras.alertcalifornia.org/public-camera-data/Axis-LosPinosSouth/latest-frame.jpg?rqts=1683834771,Los Pinos South
https://cameras.alertcalifornia.org/public-camera-data/Axis-Lyons1/latest-frame.jpg?rqts=1683834771,Lyons Peak 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Lyons2/latest-frame.jpg?rqts=1683834771,Lyons Peak 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-MaddockCanyon/latest-frame.jpg?rqts=1683834771,Maddock Canyon
https://cameras.alertcalifornia.org/public-camera-data/Axis-MagicMountain1/latest-frame.jpg?rqts=1683834771,Magic Mtn 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-BeeHill1/latest-frame.jpg?rqts=1683834771,Matilija 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-BeeHill2/latest-frame.jpg?rqts=1683834771,Matilija 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Mebane1/latest-frame.jpg?rqts=1683834771,Mebane 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Mebane2/latest-frame.jpg?rqts=1683834771,Mebane 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-MesaGrandeNorth/latest-frame.jpg?rqts=1683834771,Mesa Grande North
https://cameras.alertcalifornia.org/public-camera-data/Axis-MesaGrandeSouth/latest-frame.jpg?rqts=1683834771,Mesa Grande South
https://cameras.alertcalifornia.org/public-camera-data/Axis-MinnesotaHill1/latest-frame.jpg?rqts=1683834771,Minnesota Hill 1 (Fallbrook)
https://cameras.alertcalifornia.org/public-camera-data/Axis-MinnesotaHill2/latest-frame.jpg?rqts=1683834771,Minnesota Hill 2 (Fallbrook)
https://cameras.alertcalifornia.org/public-camera-data/Axis-MojaveAdmin1/latest-frame.jpg?rqts=1683834771,Mojave Admin 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-MojaveAdmin2/latest-frame.jpg?rqts=1683834771,Mojave Admin 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Monument/latest-frame.jpg?rqts=1683834771,Monument Peak
https://cameras.alertcalifornia.org/public-camera-data/Axis-MountainGate1/latest-frame.jpg?rqts=1683834771,Mountain Gate 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-MountainGate2/latest-frame.jpg?rqts=1683834771,Mountain Gate 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtAbel1/latest-frame.jpg?rqts=1683834771,Mt. Abel 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtAbel2/latest-frame.jpg?rqts=1683834771,Mt. Abel 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtAdelaide1/latest-frame.jpg?rqts=1683834771,Mt. Adelaide 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtAdelaide2/latest-frame.jpg?rqts=1683834771,Mt. Adelaide 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtAdelaideNorth/latest-frame.jpg?rqts=1683834771,Mt. Adelaide North
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtDavid1/latest-frame.jpg?rqts=1683834771,Mt. David (North)
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtDavid2/latest-frame.jpg?rqts=1683834771,Mt. David (South)
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtEmma1/latest-frame.jpg?rqts=1683834771,Mt. Emma 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtEmma2/latest-frame.jpg?rqts=1683834771,Mt. Emma 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtFrazier1/latest-frame.jpg?rqts=1683834771,Mt. Frazier 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Harvard1/latest-frame.jpg?rqts=1683834771,Mt. Harvard 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Harvard2/latest-frame.jpg?rqts=1683834771,Mt. Harvard 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-LagunaObsNorth/latest-frame.jpg?rqts=1683834771,Mt. Laguna Obsv North
https://cameras.alertcalifornia.org/public-camera-data/Axis-LagunaObsSouth/latest-frame.jpg?rqts=1683834771,Mt. Laguna Obsv South
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtLeeN/latest-frame.jpg?rqts=1683834771,Mt. Lee N
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtLeeS/latest-frame.jpg?rqts=1683834771,Mt. Lee S
https://cameras.alertcalifornia.org/public-camera-data/Axis-Lukens1/latest-frame.jpg?rqts=1683834771,Mt. Lukens 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Lukens2/latest-frame.jpg?rqts=1683834771,Mt. Lukens 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-Rincon1/latest-frame.jpg?rqts=1683834771,Mt. Rincon 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-Rincon2/latest-frame.jpg?rqts=1683834771,Mt. Rincon 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-SanMiguelNorth/latest-frame.jpg?rqts=1683834771,Mt. San Miguel North
https://cameras.alertcalifornia.org/public-camera-data/Axis-SanMiguelSouth/latest-frame.jpg?rqts=1683834771,Mt. San Miguel South
https://cameras.alertcalifornia.org/public-camera-data/Axis-WilsonWest/latest-frame.jpg?rqts=1683834771,Mt. Wilson West
https://cameras.alertcalifornia.org/public-camera-data/Axis-Woodson/latest-frame.jpg?rqts=1683834771,Mt. Woodson
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtnHighNorth1/latest-frame.jpg?rqts=1683834771,Mtn High North 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtnHighNorth2/latest-frame.jpg?rqts=1683834771,Mtn High North 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtnHighWest1/latest-frame.jpg?rqts=1683834771,Mtn High West 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-MtnHighWest2/latest-frame.jpg?rqts=1683834771,Mtn High West 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-NostalgiaBonsall1/latest-frame.jpg?rqts=1683834771,Nostalgia Bonsall 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-NostalgiaBonsall2/latest-frame.jpg?rqts=1683834771,Nostalgia Bonsall 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-OakCanyon1/latest-frame.jpg?rqts=1683834771,Oak Canyon 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-OakCanyon2/latest-frame.jpg?rqts=1683834771,Oak Canyon 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-OatNorth1/latest-frame.jpg?rqts=1683834771,Oat Mtn North 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-OatNorth2/latest-frame.jpg?rqts=1683834771,Oat Mtn North 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-OatSouth1/latest-frame.jpg?rqts=1683834771,Oat Mtn South 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-OatSouth2/latest-frame.jpg?rqts=1683834771,Oat Mtn South 2
https://cameras.alertcalifornia.org/public-camera-data/Axis-OnyxPeakSouth1/latest-frame.jpg?rqts=1683834771,Onyx Peak South 1
https://cameras.alertcalifornia.org/public-camera-data/Axis-OnyxPeakSouth2/latest-frame.jpg?rqts=1683834771,Onyx Peak South 2
